
------ 3390258342 ::  ------

2740991142::CN::ItemName_D_SSO.Full_Ghillie_Cap_Winter = "吉利服帽子 (雪地迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Gloves_Desert = "Ghillie Suit (Desert) - Gloves",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Gloves_Desert = "吉利服手套 (沙漠迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Gloves_Forest = "Ghillie Suit (Forest) - Gloves",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Gloves_Forest = "吉利服手套 (丛林迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Gloves_Urban = "Ghillie Suit (Urban) - Gloves",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Gloves_Urban = "吉利服手套 (城市迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Gloves_Winter = "Ghillie Suit (Winter) - Gloves",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Gloves_Winter = "吉利服手套 (雪地迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Top_Desert = "Ghillie Suit (Desert) - Top",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Top_Desert = "吉利服上衣 (沙漠迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Top_Forest = "Ghillie Suit (Forest) - Top",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Top_Forest = "吉利服上衣 (丛林迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Top_Urban = "Ghillie Suit (Urban) - Top",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Top_Urban = "吉利服上衣 (城市迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Top_Winter = "Ghillie Suit (Winter) - Top",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Top_Winter = "吉利服上衣 (雪地迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Trousers_Desert = "Ghillie Suit (Desert) - Trousers",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Trousers_Desert = "吉利服长裤 (沙漠迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Trousers_Forest = "Ghillie Suit (Forest) - Trousers",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Trousers_Forest = "吉利服长裤 (丛林迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Trousers_Urban = "Ghillie Suit (Urban) - Trousers",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Trousers_Urban = "吉利服长裤 (城市迷彩)",
2740991142::EN::ItemName_D_SSO.Full_Ghillie_Trousers_Winter = "Ghillie Suit (Winter) - Trousers",
2740991142::CN::ItemName_D_SSO.Full_Ghillie_Trousers_Winter = "吉利服长裤 (雪地迷彩)",
2740991142::EN::Recipe_Make_Full_Ghillie_Forest_Boots = "Make Full Ghillie Forest Boots",
2740991142::CN::Recipe_Make_Full_Ghillie_Forest_Boots = "制作吉利服靴子 (丛林迷彩)",
2740991142::EN::Recipe_Make_Full_Ghillie_Forest_Cap = "Make Full Ghillie Forest Cap",
2740991142::CN::Recipe_Make_Full_Ghillie_Forest_Cap = "制作吉利服帽子 (丛林迷彩)",
2740991142::EN::Recipe_Make_Full_Ghillie_Forest_Gloves = "Make Full Ghillie Forest Gloves",
2740991142::CN::Recipe_Make_Full_Ghillie_Forest_Gloves = "制作吉利服手套 (丛林迷彩)",
2740991142::EN::Recipe_Make_Full_Ghillie_Forest_Top = "Make Full Ghillie Forest Top",
2740991142::CN::Recipe_Make_Full_Ghillie_Forest_Top = "制作吉利服上衣 (丛林迷彩)",
2740991142::EN::Recipe_Make_Full_Ghillie_Forest_Trousers = "Make Full Ghillie Forest Trousers",
2740991142::CN::Recipe_Make_Full_Ghillie_Forest_Trousers = "制作吉利服长裤 (丛林迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Desert_Boots = "Paint Full Ghillie Desert Boots",
2740991142::CN::Recipe_Paint_Full_Ghillie_Desert_Boots = "涂装吉利服靴子 (沙漠迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Desert_Cap = "Paint Full Ghillie Desert Cap",
2740991142::CN::Recipe_Paint_Full_Ghillie_Desert_Cap = "涂装吉利服帽子 (沙漠迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Desert_Gloves = "Paint Full Ghillie Desert Gloves",
2740991142::CN::Recipe_Paint_Full_Ghillie_Desert_Gloves = "涂装吉利服手套 (沙漠迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Desert_Top = "Paint Full Ghillie Desert Top",
2740991142::CN::Recipe_Paint_Full_Ghillie_Desert_Top = "涂装吉利服上衣 (沙漠迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Desert_Trousers = "Paint Full Ghillie Desert Trousers",
2740991142::CN::Recipe_Paint_Full_Ghillie_Desert_Trousers = "涂装吉利服长裤 (沙漠迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Forest_Boots = "Paint Full Ghillie Forest Boots",
2740991142::CN::Recipe_Paint_Full_Ghillie_Forest_Boots = "涂装吉利服靴子 (丛林迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Forest_Cap = "Paint Full Ghillie Forest Cap",
2740991142::CN::Recipe_Paint_Full_Ghillie_Forest_Cap = "涂装吉利服帽子 (丛林迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Forest_Gloves = "Paint Full Ghillie Forest Gloves",
2740991142::CN::Recipe_Paint_Full_Ghillie_Forest_Gloves = "涂装吉利服手套 (丛林迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Forest_Top = "Paint Full Ghillie Forest Top",
2740991142::CN::Recipe_Paint_Full_Ghillie_Forest_Top = "涂装吉利服上衣 (丛林迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Forest_Trousers = "Paint Full Ghillie Forest Trousers",
2740991142::CN::Recipe_Paint_Full_Ghillie_Forest_Trousers = "涂装吉利服长裤 (丛林迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Urban_Boots = "Paint Full Ghillie Urban Boots",
2740991142::CN::Recipe_Paint_Full_Ghillie_Urban_Boots = "涂装吉利服靴子 (城市迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Urban_Cap = "Paint Full Ghillie Urban Cap",
2740991142::CN::Recipe_Paint_Full_Ghillie_Urban_Cap = "涂装吉利服帽子 (城市迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Urban_Gloves = "Paint Full Ghillie Urban Gloves",
2740991142::CN::Recipe_Paint_Full_Ghillie_Urban_Gloves = "涂装吉利服手套 (城市迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Urban_Top = "Paint Full Ghillie Urban Top",
2740991142::CN::Recipe_Paint_Full_Ghillie_Urban_Top = "涂装吉利服上衣 (城市迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Urban_Trousers = "Paint Full Ghillie Urban Trousers",
2740991142::CN::Recipe_Paint_Full_Ghillie_Urban_Trousers = "涂装吉利服长裤 (城市迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Winter_Boots = "Paint Full Ghillie Winter Boots",
2740991142::CN::Recipe_Paint_Full_Ghillie_Winter_Boots = "涂装吉利服靴子 (雪地迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Winter_Cap = "Paint Full Ghillie Winter Cap",
2740991142::CN::Recipe_Paint_Full_Ghillie_Winter_Cap = "涂装吉利服帽子 (雪地迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Winter_Gloves = "Paint Full Ghillie Winter Gloves",
2740991142::CN::Recipe_Paint_Full_Ghillie_Winter_Gloves = "涂装吉利服手套 (雪地迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Winter_Top = "Paint Full Ghillie Winter Top",
2740991142::CN::Recipe_Paint_Full_Ghillie_Winter_Top = "涂装吉利服上衣 (雪地迷彩)",
2740991142::EN::Recipe_Paint_Full_Ghillie_Winter_Trousers = "Paint Full Ghillie Winter Trousers",
2740991142::CN::Recipe_Paint_Full_Ghillie_Winter_Trousers = "涂装吉利服长裤 (雪地迷彩)",


------ 3418352842 :: Video Game Consoles Addon - More Game Boy Games Reupload for B42 ------

		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Alleyway = "Game Boy: Alleyway",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Alleyway = "GB《打砖块》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_AvengingSpirit = "Game Boy: Avenging Spirit",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_AvengingSpirit = "GB《复仇之灵》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_BalloonKid = "Game Boy: Balloon Kid",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_BalloonKid = "GB《气球小子》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Baseball = "Game Boy: Baseball",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Baseball = "GB《棒球》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Batman = "Game Boy: Batman: The Video Game",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Batman = "GB《蝙蝠侠：电子游戏》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Battletoads = "Game Boy: Battletoads",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Battletoads = "GB《战斗蟾蜍》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_BionicCommando = "Game Boy: Bionic Commando",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_BionicCommando = "GB《希魔复活》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_BubbleBobble = "Game Boy: Bubble Bobble",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_BubbleBobble = "GB《泡泡龙》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_BugsBunny = "Game Boy: The Bugs Bunny Crazy Castle",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_BugsBunny = "GB《兔八哥疯狂城堡》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_BugsBunny2 = "Game Boy: The Bugs Bunny Crazy Castle 2",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_BugsBunny2 = "GB《兔八哥疯狂城堡2》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Castlevania = "Game Boy: Castlevania: The Adventure",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Castlevania = "GB《恶魔城：冒险》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Castlevania2 = "Game Boy: Castlevania II: Belmont's Revenge",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Castlevania2 = "GB《恶魔城II：贝尔蒙特的复仇》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Catrap = "Game Boy: Catrap",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Catrap = "GB《推箱子猫》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Dexterity = "Game Boy: Dexterity",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Dexterity = "GB《灵巧度》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_DoubleDragon = "Game Boy: Double Dragon",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_DoubleDragon = "GB《双截龙》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_DoubleDragon2 = "Game Boy: Double Dragon II",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_DoubleDragon2 = "GB《双截龙II》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_DrMario = "Game Boy: Dr. Mario",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_DrMario = "GB《马里奥医生》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_DuckTales = "Game Boy: DuckTales",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_DuckTales = "GB《唐老鸭梦冒险》",
3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Dummy1 = "GB DummyItem1",
3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Dummy1 = "GB《虚拟物品1》",
3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Dummy2 = "GB DummyItem2",
3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Dummy2 = "GB《虚拟物品2》",
3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Dummy3 = "GB DummyItem3",
3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Dummy3 = "GB《虚拟物品3》",
3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Dummy4 = "GB DummyItem4",
3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Dummy4 = "GB《虚拟物品4》",
3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Dummy5 = "GB DummyItem5",
3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Dummy5 = "GB《虚拟物品5》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_F1Race = "Game Boy: F-1 Race",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_F1Race = "GB《F-1 赛车》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_FFLegend = "Game Boy: Final Fantasy Legend",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_FFLegend = "GB《最终幻想传奇》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_FFLegend2 = "Game Boy: Final Fantasy Legend II",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_FFLegend2 = "GB《最终幻想传奇II》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_FortifiedZone = "Game Boy: Fortified Zone",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_FortifiedZone = "GB《要塞地带》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_GargoylesQuest = "Game Boy: Gargoyle's Quest",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_GargoylesQuest = "GB《石像鬼战记》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Golf = "Game Boy: Golf",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Golf = "GB《高尔夫》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_KidDracula = "Game Boy: Kid Dracula",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_KidDracula = "GB《小恶魔城》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_KidIcarus = "Game Boy: Kid Icarus: Of Myths and Monsters",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_KidIcarus = "GB《光神话：神话与怪物》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_LittleMermaid = "Game Boy: Disney's The Little Mermaid",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_LittleMermaid = "GB《迪士尼小美人鱼》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_MegaMan = "Game Boy: Mega Man: Dr. Wily's Revenge",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_MegaMan = "GB《洛克人：威利博士的复仇》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_MegaMan2 = "Game Boy: Mega Man II",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_MegaMan2 = "GB《洛克人II》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_MegaMan3 = "Game Boy: Mega Man III",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_MegaMan3 = "GB《洛克人III》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Metroid2 = "Game Boy: Metroid II: Return of Samus",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Metroid2 = "GB《银河战士II：萨姆斯归来》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Mickey = "Game Boy: Mickey's Dangerous Chase",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Mickey = "GB《米奇的危险追逐》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_MotocrossManiacs = "Game Boy: Motocross Maniacs",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_MotocrossManiacs = "GB《越野摩托狂热》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Nemesis = "Game Boy: Nemesis",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Nemesis = "GB《宇宙巡航机》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_NinjaGaiden = "Game Boy: Ninja Gaiden Shadow",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_NinjaGaiden = "GB《忍者龙剑传：暗影》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_OperationC = "Game Boy: Operation C",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_OperationC = "GB《特种部队》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_QIX = "Game Boy: QIX",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_QIX = "GB《QIX》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_RType = "Game Boy: R-Type",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_RType = "GB《R-Type》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_RolansCurse = "Game Boy: Rolan's Curse",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_RolansCurse = "GB《罗兰的诅咒》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_RolansCurse2 = "Game Boy: Rolan's Curse II",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_RolansCurse2 = "GB《罗兰的诅咒II》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_SolarStriker = "Game Boy: SolarStriker",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_SolarStriker = "GB《太阳战士》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_SolomonsClub = "Game Boy: Solomon's Club",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_SolomonsClub = "GB《所罗门之杖》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_StarWars = "Game Boy: Star Wars",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_StarWars = "GB《星球大战》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_StarWars2 = "Game Boy: Star Wars: The Empire Strikes Back",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_StarWars2 = "GB《星球大战：帝国反击战》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_SuperMario2 = "Game Boy: Super Mario Land 2: 6 Golden Coins",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_SuperMario2 = "GB《超级马里奥乐园2：6枚金币》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_SuperRC = "Game Boy: Super R.C. Pro-Am",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_SuperRC = "GB《超级遥控赛车》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_SwordOfHope = "Game Boy: The Sword of Hope",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_SwordOfHope = "GB《希望之剑》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_TMNT = "Game Boy: Teenage Mutant Ninja Turtles: Fall of the Foot Clan",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_TMNT = "GB《忍者神龟：脚族陨落》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_TMNT2 = "Game Boy: Teenage Mutant Ninja Turtles II: Back from the Sewers",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_TMNT2 = "GB《忍者神龟II：从下水道归来》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_TailGator = "Game Boy: Tail 'Gator",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_TailGator = "GB《鳄鱼尾巴》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Tennis = "Game Boy: Tennis",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Tennis = "GB《网球》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Trax = "Game Boy: Trax",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Trax = "GB《履带战车》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_WaveRace = "Game Boy: Wave Race",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_WaveRace = "GB《水上摩托》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Yoshi = "Game Boy: Yoshi",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_Yoshi = "GB《耀西》",
		3418352842::EN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_YoshisCookie = "Game Boy: Yoshi's Cookie",
		3418352842::CN::ItemName_VGC_Addon_GameBoyGames.GB_Cartridge_YoshisCookie = "GB《耀西的饼干》",
3418352842::EN::Recipe_Play_Alleyway_on_Game_Boy = "Play Alleyway on Game Boy",
3418352842::CN::Recipe_Play_Alleyway_on_Game_Boy = "在Game Boy上玩打砖块",
3418352842::EN::Recipe_Play_Avenging_Spirit_on_Game_Boy = "Play Avenging Spirit on Game Boy",
3418352842::CN::Recipe_Play_Avenging_Spirit_on_Game_Boy = "在Game Boy上玩复仇之灵",
3418352842::EN::Recipe_Play_Balloon_Kid_on_Game_Boy = "Play Balloon Kid on Game Boy",
3418352842::CN::Recipe_Play_Balloon_Kid_on_Game_Boy = "在Game Boy上玩气球小子",
3418352842::EN::Recipe_Play_Baseball_on_Game_Boy = "Play Baseball on Game Boy",
3418352842::CN::Recipe_Play_Baseball_on_Game_Boy = "在Game Boy上玩棒球",
3418352842::EN::Recipe_Play_Batman_on_Game_Boy = "Play Batman on Game Boy",
3418352842::CN::Recipe_Play_Batman_on_Game_Boy = "在Game Boy上玩蝙蝠侠",
3418352842::EN::Recipe_Play_Battletoads_on_Game_Boy = "Play Battletoads on Game Boy",
3418352842::CN::Recipe_Play_Battletoads_on_Game_Boy = "在Game Boy上玩战斗蟾蜍",
3418352842::EN::Recipe_Play_Bionic_Commando_on_Game_Boy = "Play Bionic Commando on Game Boy",
3418352842::CN::Recipe_Play_Bionic_Commando_on_Game_Boy = "在Game Boy上玩希魔复活",
3418352842::EN::Recipe_Play_Bubble_Bobble_on_Game_Boy = "Play Bubble Bobble on Game Boy",
3418352842::CN::Recipe_Play_Bubble_Bobble_on_Game_Boy = "在Game Boy上玩泡泡龙",
3418352842::EN::Recipe_Play_Bugs_Bunny_Crazy_Castle_2_on_Game_Boy = "Play Bugs Bunny Crazy Castle 2 on Game Boy",
3418352842::CN::Recipe_Play_Bugs_Bunny_Crazy_Castle_2_on_Game_Boy = "在Game Boy上玩兔八哥疯狂城堡2",
3418352842::EN::Recipe_Play_Bugs_Bunny_Crazy_Castle_on_Game_Boy = "Play Bugs Bunny Crazy Castle on Game Boy",
3418352842::CN::Recipe_Play_Bugs_Bunny_Crazy_Castle_on_Game_Boy = "在Game Boy上玩兔八哥疯狂城堡",
3418352842::EN::Recipe_Play_Catrap_on_Game_Boy = "Play Catrap on Game Boy",
3418352842::CN::Recipe_Play_Catrap_on_Game_Boy = "在Game Boy上玩推箱子猫",
3418352842::EN::Recipe_Play_Dexterity_on_Game_Boy = "Play Dexterity on Game Boy",
3418352842::CN::Recipe_Play_Dexterity_on_Game_Boy = "在Game Boy上玩灵巧度",
3418352842::EN::Recipe_Play_Double_Dragon_II_on_Game_Boy = "Play Double Dragon II on Game Boy",
3418352842::CN::Recipe_Play_Double_Dragon_II_on_Game_Boy = "在Game Boy上玩双截龙II",
3418352842::EN::Recipe_Play_Double_Dragon_on_Game_Boy = "Play Double Dragon on Game Boy",
3418352842::CN::Recipe_Play_Double_Dragon_on_Game_Boy = "在Game Boy上玩双截龙",
3418352842::EN::Recipe_Play_Dr._Mario_on_Game_Boy = "Play Dr.  Mario on Game Boy",
3418352842::CN::Recipe_Play_Dr._Mario_on_Game_Boy = "在Game Boy上玩马里奥医生",
3418352842::EN::Recipe_Play_DuckTales_on_Game_Boy = "Play Duck Tales on Game Boy",
3418352842::CN::Recipe_Play_DuckTales_on_Game_Boy = "在Game Boy上玩唐老鸭梦冒险",
3418352842::EN::Recipe_Play_F-1_Race_on_Game_Boy = "Play F-1 Race on Game Boy",
3418352842::CN::Recipe_Play_F-1_Race_on_Game_Boy = "在Game Boy上玩F-1赛车",
3418352842::EN::Recipe_Play_Final_Fantasy_Legend_II_on_Game_Boy = "Play Final Fantasy Legend II on Game Boy",
3418352842::CN::Recipe_Play_Final_Fantasy_Legend_II_on_Game_Boy = "在Game Boy上玩最终幻想传奇II",
3418352842::EN::Recipe_Play_Final_Fantasy_Legend_on_Game_Boy = "Play Final Fantasy Legend on Game Boy",
3418352842::CN::Recipe_Play_Final_Fantasy_Legend_on_Game_Boy = "在Game Boy上玩最终幻想传奇",
3418352842::EN::Recipe_Play_Fortified_Zone_on_Game_Boy = "Play Fortified Zone on Game Boy",
3418352842::CN::Recipe_Play_Fortified_Zone_on_Game_Boy = "在Game Boy上玩要塞地带",
3418352842::EN::Recipe_Play_Golf_on_Game_Boy = "Play Golf on Game Boy",
3418352842::CN::Recipe_Play_Golf_on_Game_Boy = "在Game Boy上玩高尔夫",
3418352842::EN::Recipe_Play_Kid_Dracula_on_Game_Boy = "Play Kid Dracula on Game Boy",
3418352842::CN::Recipe_Play_Kid_Dracula_on_Game_Boy = "在Game Boy上玩小恶魔城",
3418352842::EN::Recipe_Play_Kid_Icarus_on_Game_Boy = "Play Kid Icarus on Game Boy",
